scenario,WS,EEV,regret
1,104034.59015277,99636.29560586,4398.29454691
2,82009.05222135,76421.35786764,5587.69435371
3,87039.33024130,79731.92057412,7307.40966718
4,107727.51017399,101961.11386776,5766.39630624
5,95049.91647042,87550.47340728,7499.44306313
6,91421.77054210,89069.91654144,2351.85400066
7,82164.56558329,77933.43996597,4231.12561732
8,76016.31954878,64468.73550358,11547.58404520
9,85022.41576050,79383.95622831,5638.45953219
10,90983.99156945,83979.87564406,7004.11592539
11,83519.44078436,76071.70234845,7447.73843591
12,112594.74919679,104860.01882732,7734.73036947
13,96523.05808517,89607.21662472,6915.84146045
14,90341.87945012,75341.81839811,15000.06105200
15,77542.97074685,69846.64941383,7696.32133302
16,95292.58508476,84351.54899980,10941.03608497
17,95167.77497922,81784.47045275,13383.30452647
18,96639.51210205,79781.80869513,16857.70340693
19,114585.81908356,107698.01159207,6887.80749149
20,71234.49204345,66191.12852289,5043.36352056
21,74292.95603012,63267.31242367,11025.64360645
22,68258.03219105,62751.73810311,5506.29408794
23,80976.34214815,74629.29609634,6347.04605181
24,103035.61779323,98013.70576230,5021.91203094
25,91029.83696412,85256.63257063,5773.20439350
26,82269.20677397,72146.14219882,10123.06457515
27,97719.48601281,90467.77785969,7251.70815312
28,84856.07191611,77530.06545308,7326.00646304
29,89612.85538329,87416.10180890,2196.75357440
30,91388.68487460,85852.67899196,5536.00588265
31,98370.79249709,96794.18319647,1576.60930062
32,99855.64424559,86438.28455256,13417.35969303
33,88237.92748650,85762.07886250,2475.84862400
34,95349.42071443,85134.47114500,10214.94956943
35,88235.94911424,83506.89624045,4729.05287380
36,105808.24196152,93343.95172776,12464.29023376
37,87519.50993067,78745.11407452,8774.39585615
38,105610.95707818,95883.65218924,9727.30488893
39,80547.35476754,70178.78443458,10368.57033296
40,114530.73960142,101798.82639016,12731.91321126
41,97121.57156942,93977.11503584,3144.45653358
42,90263.64973432,82500.39802552,7763.25170880
43,67677.52151281,53340.26417649,14337.25733633
44,95033.13452548,92821.18967352,2211.94485197
45,74765.49996167,61824.82760296,12940.67235871
46,93666.88919555,89584.51120050,4082.37799504
47,100997.78884481,96727.53407109,4270.25477372
48,103435.29433075,98160.53547153,5274.75885922
49,85394.48341870,66977.02488187,18417.45853683
50,83997.59896675,71421.88664940,12575.71231736
51,92248.53202716,87535.33251377,4713.19951339
52,84574.21755989,80803.24860857,3770.96895132
53,95201.18862769,88359.46603383,6841.72259386
54,86307.11020385,81375.60597415,4931.50422970
55,111789.44980995,104937.67182442,6851.77798553
56,100572.89220514,92843.01804485,7729.87416029
57,97879.91211825,93712.25677657,4167.65534169
58,92702.30765497,86046.11634463,6656.19131034
59,108750.08262910,103480.40550364,5269.67712547
60,106227.64759658,101102.98452753,5124.66306906
61,90642.99262845,83283.18128417,7359.81134429
62,104816.70245524,97444.69686116,7372.00559407
63,87142.12214745,76812.96994961,10329.15219784
64,109930.31067968,108928.69082056,1001.61985912
65,97129.36399243,73932.92215494,23196.44183749
66,97618.81355033,90742.05578102,6876.75776931
67,97251.97340794,93603.15464993,3648.81875802
68,110890.31497595,85424.51236376,25465.80261219
69,84498.33011799,76611.23784572,7887.09227227
70,83441.96762678,64318.44626253,19123.52136424
71,111735.83111075,104345.57671734,7390.25439341
72,100413.27715318,96845.00972047,3568.26743270
73,85433.47420614,71490.19407167,13943.28013448
74,105103.72314536,97456.58065746,7647.14248790
75,97330.66043194,89420.38755387,7910.27287807
76,89568.27486341,84962.26728415,4606.00757926
77,96241.21397184,76534.40156701,19706.81240484
78,72489.06072844,66671.71133488,5817.34939356
79,97455.16564966,72708.73880237,24746.42684729
80,92965.25838291,80271.40222685,12693.85615606
81,95126.06274085,84785.42960187,10340.63313898
82,94755.69631899,90689.37264907,4066.32366992
83,97231.63586863,88686.59502992,8545.04083871
84,84695.11574954,79703.08451120,4992.03123834
85,97173.32842854,91036.36597405,6136.96245448
86,83466.57180803,77211.42182092,6255.14998711
87,93370.69671562,87843.89911774,5526.79759789
88,89714.93399968,79034.54590403,10680.38809565
89,100457.60221859,89186.87086759,11270.73135099
90,75157.29296139,56483.78446554,18673.50849585
91,94722.19338129,88806.88026801,5915.31311328
92,113385.52984944,107856.74895709,5528.78089235
93,97251.44260584,93191.07936964,4060.36323620
94,103611.02435625,96833.25781082,6777.76654542
95,102538.11683309,88415.48714496,14122.62968812
96,107573.92715272,106596.62968673,977.29746600
97,124606.01682926,115734.53305345,8871.48377580
98,77293.80120133,67070.88617507,10222.91502626
99,93777.70054799,89322.98111070,4454.71943729
100,88751.30745664,83545.35118084,5205.95627579
101,86417.00747538,77160.17784767,9256.82962771
102,89648.19707023,82216.88506475,7431.31200548
103,88263.82019359,84151.17620386,4112.64398974
104,106341.82509054,91680.49001191,14661.33507863
105,76289.89876537,69067.21172592,7222.68703946
106,88354.19509830,70017.81105321,18336.38404509
107,117670.84265848,108255.94325453,9414.89940395
108,97171.08931781,87605.53479074,9565.55452707
109,82673.58923588,72124.17293163,10549.41630424
110,90434.75098665,78243.25528919,12191.49569746
111,93346.50774090,83847.85053301,9498.65720789
112,81592.83040160,72853.41553583,8739.41486577
113,97326.77680287,89196.93902101,8129.83778186
114,99196.31606450,90511.18931847,8685.12674603
115,95120.25935847,89323.37907302,5796.88028544
116,100304.39206617,86344.39689411,13959.99517206
117,81296.91049916,76095.44847254,5201.46202662
118,90473.97334231,88370.48863003,2103.48471228
119,92335.59880392,86336.29753306,5999.30127086
120,95360.81963704,86155.20062454,9205.61901250
121,99098.07116874,94689.85658751,4408.21458122
122,74503.16316676,53470.21232060,21032.95084616
123,93038.39491206,84794.52007829,8243.87483377
124,83116.60289276,68318.14191275,14798.46098001
125,90877.47730038,80930.04319491,9947.43410547
126,81549.52566096,77231.85847453,4317.66718644
127,101869.63855403,98090.00456626,3779.63398778
128,89977.01999950,84323.16244428,5653.85755522
129,87857.17109208,73157.51715412,14699.65393797
130,114601.25442329,111118.11814437,3483.13627891
131,76060.88844253,69356.42084369,6704.46759884
132,93039.22054332,87100.31612726,5938.90441606
133,93066.46936892,85737.80824193,7328.66112698
134,93955.91036538,87691.11198122,6264.79838416
135,117300.09099327,112289.99758791,5010.09340536
136,94725.12749963,85024.04901259,9701.07848705
137,95237.36039958,83220.99529630,12016.36510328
138,83389.10975369,73437.76181098,9951.34794271
139,101148.11987637,94591.69386468,6556.42601169
140,84440.19634577,74422.09840816,10018.09793761
141,102320.68775618,87270.80344672,15049.88430946
142,93864.50256280,77856.99869388,16007.50386892
143,98545.86277032,70984.71770963,27561.14506070
144,93392.68603643,84434.93735345,8957.74868297
145,100436.14063934,89845.81286408,10590.32777526
146,76467.85285546,72668.74474192,3799.10811354
147,85953.03886331,76892.63120948,9060.40765384
148,102346.20741030,96623.12377038,5723.08363992
149,78518.75285043,75701.02580561,2817.72704482
150,96836.19522039,90982.68335567,5853.51186472
151,105136.94853715,90671.22026986,14465.72826728
152,84659.97119573,78390.64290414,6269.32829160
153,81873.25832458,73677.84968102,8195.40864356
154,99327.22294639,96523.44369322,2803.77925317
155,108322.96607184,91806.63524257,16516.33082928
156,102570.55277301,89198.47595183,13372.07682118
157,78138.47185063,72202.10809477,5936.36375586
158,92938.70318473,83877.07734527,9061.62583946
159,107631.34280961,104711.85439975,2919.48840986
160,86819.21081223,83937.94185955,2881.26895268
161,96440.34590935,87733.18432921,8707.16158014
162,110076.02430472,79764.26834324,30311.75596148
163,67065.24882140,60042.28945101,7022.95937039
164,81236.38644353,74721.13474700,6515.25169653
165,87139.62015112,79964.15911094,7175.46104018
166,111328.53816776,107158.66075450,4169.87741325
167,114428.66172982,100717.39987798,13711.26185184
168,90128.54715393,87916.40883533,2212.13831860
169,96820.05795135,91265.85642309,5554.20152827
170,90587.41692004,88124.92551033,2462.49140971
171,98087.88052601,95063.51375415,3024.36677186
172,95047.23186605,83517.08299022,11530.14887583
173,89779.01007399,78940.43863183,10838.57144216
174,91895.29972177,66190.83798357,25704.46173820
175,99860.30002334,85304.57471431,14555.72530904
176,101684.32416688,95051.97360041,6632.35056647
177,95770.27132059,93603.72597484,2166.54534576
178,108177.42336071,98814.52580447,9362.89755624
179,85827.12352085,70787.08106644,15040.04245441
180,84783.36455372,82132.64418485,2650.72036887
181,90821.38740048,77560.66463523,13260.72276525
182,83868.22074498,75390.75661398,8477.46413099
183,99830.58278123,94684.17295783,5146.40982339
184,97215.14757649,91875.65808277,5339.48949372
185,92221.73505400,85785.53001326,6436.20504075
186,90111.56676595,77245.91141620,12865.65534975
187,88782.51502548,84205.08866640,4577.42635908
188,98354.77368805,72888.63389607,25466.13979198
189,97025.78007717,90311.63860144,6714.14147573
190,111421.75372977,94106.61967462,17315.13405515
191,103637.81358814,93279.48994322,10358.32364492
192,78309.78730752,69650.38123642,8659.40607110
193,81502.42129884,77741.52157460,3760.89972424
194,97311.46559104,88003.49209735,9307.97349369
195,91228.49306055,75899.96609528,15328.52696527
196,96872.04564987,85699.95223323,11172.09341664
197,70918.52662283,66344.69912291,4573.82749992
198,94417.15395881,62058.43856896,32358.71538984
199,88647.69536361,80511.57233385,8136.12302976
200,80514.77196937,67126.20413481,13388.56783456
